hub,target,oxygen,r,p,q,kept
RPA2540,RPA3715,Anaerobic,0.26179156340105103,0.10271884989499619,0.19629030291435237,False
RPA2540,RPA3717,Anaerobic,0.47676340399163186,0.0018692409875372433,0.008532818464367523,False
RPA2540,RPA3724,Anaerobic,0.048237622057684414,0.7675512564289729,0.8449725933804636,False
RPA2540,RPA3725,Anaerobic,0.3224334886628598,0.042444478564584574,0.09961842498957264,False
RPA2540,RPA3726,Anaerobic,0.8915480218908604,1.2171051210101047e-14,6.805493451543382e-12,True
RPA2540,RPA3729,Anaerobic,0.27670068680143944,0.08390874577072688,0.1682661898760377,False
RPA2540,RPA3730,Anaerobic,0.6419003061272375,8.035761645303621e-06,0.00010284772825612816,False
RPA2540,RPA3732,Anaerobic,0.09912666408664769,0.5428201703599339,0.6677000263016979,False
RPA2540,RPA3735,Anaerobic,-0.009876670289111017,0.9517684290092396,0.969629569398748,False
RPA2540,RPA3740,Anaerobic,0.5664489753640123,0.00013885921844725694,0.0010526553046623195,False
RPA2540,RPA3741,Anaerobic,0.16786134033397632,0.3005041714967794,0.43816222493442103,False
RPA2540,RPA3742,Anaerobic,0.5942579585444019,5.2783098838369705e-05,0.0004792163505313989,False
RPA2540,RPA3743,Anaerobic,-0.4725019897221918,0.0020797683840334744,0.009288905693915031,False
RPA2540,RPA3744,Anaerobic,0.3374669615421155,0.033207730949055554,0.08239163539889725,False
